centre_code,centre_name,incidental_charges,frequency,amount
NT0180,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0180,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0180,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0180,"MY FIRST SKOOL","Deposit",Ad-hoc,525.00
NT0180,"MY FIRST SKOOL","Deposit",Ad-hoc,360.75
NT0180,"MY FIRST SKOOL","Deposit",Ad-hoc,102.00
NT0190,"MY FIRST SKOOL","Insurance Fee",Annually,5.35
NT0190,"MY FIRST SKOOL","Uniform",Annually,26.75
NT0190,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0190,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0190,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0200,"MY FIRST SKOOL","Insurance(Optional)",Ad-hoc,5.35
NT0200,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,300.00
NT0200,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1356.76
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,837.81
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,740.07
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1678.56
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1007.14
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,889.63
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,2014.28
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1208.57
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1067.56
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,770.40
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,566.24
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,461.08
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,712.21
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,926.89
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,648.82
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,528.32
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,890.26
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,2014.28
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1208.57
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1067.56
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1112.27
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,778.59
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,633.99
NT0200,"MY FIRST SKOOL","Deposit",Ad-hoc,1068.32
NT0210,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0210,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0210,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0210,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0210,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0220,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0220,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0220,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0220,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0220,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0230,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0230,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0230,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0230,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0230,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0240,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0240,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0240,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0240,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0240,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0250,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0250,"MY FIRST SKOOL","Uniform",Ad-hoc,25.00
NT0250,"MY FIRST SKOOL","Registration Fee",Ad-hoc,80.00
NT0250,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.00
NT0270,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0270,"MY FIRST SKOOL","Mattress Cover",Ad-hoc,8.56
NT0270,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,600.00
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,550.00
NT0270,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,694.50
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,633.93
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,792.41
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,950.89
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0270,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0280,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0280,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0280,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0280,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0280,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0290,"MY FIRST SKOOL","INSURANCE",Annually,5.35
NT0290,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0290,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0290,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0290,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0300,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0300,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0300,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0300,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0300,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0310,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0310,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0310,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0310,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0310,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0320,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0320,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0320,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0320,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0320,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0330,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0330,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0330,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0330,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0330,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0340,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0340,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0340,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0340,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,691.50
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0340,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0350,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0350,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0350,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0350,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0350,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0360,"MY FIRST SKOOL","Insurance",Annually,5.35
NT0360,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0360,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0360,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0360,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
